total_cost,cost_per_1000,pass_share,review_share,action_share,n_review,tp,fp,fn,tn,caught_in_review,lo,hi
527631.1030560001,20014.835864350203,0.8011531750246567,0.16576890979440104,0.03307791518094227,4370,807,65,21,21099,103,0.004,0.48728813559322026
527631.1030560001,20014.835864350203,0.8011531750246567,0.16576890979440104,0.03307791518094227,4370,807,65,21,21099,103,0.004,0.4983050847457626
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5093220338983051
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5203389830508474
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5313559322033898
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5423728813559321
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5533898305084746
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5644067796610168
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5754237288135593
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.5864406779661016
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.597457627118644
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.6084745762711864
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.6194915254237288
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.6305084745762711
526848.44856,19985.14712692512,0.8011531750246567,0.16592064335027693,0.032926181625066386,4374,805,63,21,21099,105,0.004,0.6415254237288135
531012.35032,20143.09803201578,0.8011531750246567,0.1665655109627494,0.03228131401259388,4391,794,57,21,21099,116,0.004,0.6525423728813559
531012.35032,20143.09803201578,0.8011531750246567,0.1665655109627494,0.03228131401259388,4391,794,57,21,21099,116,0.004,0.6635593220338982
535549.8095839999,20315.21923920795,0.8011531750246567,0.16713451179728397,0.03171231317805933,4406,784,52,21,21099,126,0.004,0.6745762711864406
535549.8095839999,20315.21923920795,0.8011531750246567,0.16713451179728397,0.03171231317805933,4406,784,52,21,21099,126,0.004,0.685593220338983
536493.875696,20351.03086624687,0.8011531750246567,0.1677414460207875,0.0311053789545558,4422,773,47,21,21099,137,0.004,0.6966101694915253
536493.875696,20351.03086624687,0.8011531750246567,0.1677414460207875,0.0311053789545558,4422,773,47,21,21099,137,0.004,0.7076271186440677
536493.875696,20351.03086624687,0.8011531750246567,0.1677414460207875,0.0311053789545558,4422,773,47,21,21099,137,0.004,0.7186440677966102
536493.875696,20351.03086624687,0.8011531750246567,0.1677414460207875,0.0311053789545558,4422,773,47,21,21099,137,0.004,0.7296610169491524
536493.875696,20351.03086624687,0.8011531750246567,0.1677414460207875,0.0311053789545558,4422,773,47,21,21099,137,0.004,0.7406779661016949
536908.1188320001,20366.744512252488,0.8011531750246567,0.1678931795766634,0.030953645398679917,4426,770,46,21,21099,140,0.004,0.7516949152542372
548744.6787040001,20815.74534193157,0.8011531750246567,0.1691449814126394,0.029701843562703893,4459,745,38,21,21099,165,0.004,0.7627118644067796
548744.6787040001,20815.74534193157,0.8011531750246567,0.1691449814126394,0.029701843562703893,4459,745,38,21,21099,165,0.004,0.7737288135593219
548744.6787040001,20815.74534193157,0.8011531750246567,0.1691449814126394,0.029701843562703893,4459,745,38,21,21099,165,0.004,0.7847457627118644
558453.434192,21184.031340262496,0.8011531750246567,0.169676048858205,0.029170776117138305,4473,734,35,21,21099,176,0.004,0.7957627118644066
562671.093008,21344.021432668236,0.8011531750246567,0.1704347166375844,0.028412108337758896,4493,718,31,21,21099,192,0.004,0.8067796610169491
562671.093008,21344.021432668236,0.8011531750246567,0.1704347166375844,0.028412108337758896,4493,718,31,21,21099,192,0.004,0.8177966101694913
562671.093008,21344.021432668236,0.8011531750246567,0.1704347166375844,0.028412108337758896,4493,718,31,21,21099,192,0.004,0.8288135593220338
564792.811792,21424.505416584478,0.8011531750246567,0.17066231697139822,0.028184508003945074,4499,713,30,21,21099,197,0.004,0.8398305084745761
567902.6812,21542.473302480845,0.8011531750246567,0.17115545102799484,0.027691373947348455,4512,702,28,21,21099,208,0.004,0.8508474576271186
567902.6812,21542.473302480845,0.8011531750246567,0.17115545102799484,0.027691373947348455,4512,702,28,21,21099,208,0.004,0.8618644067796608
567902.6812,21542.473302480845,0.8011531750246567,0.17115545102799484,0.027691373947348455,4512,702,28,21,21099,208,0.004,0.8728813559322033
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.8838983050847455
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.894915254237288
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.9059322033898305
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.9169491525423727
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.9279661016949152
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.9389830508474575
627527.603952,23804.24868947728,0.8011531750246567,0.17494878992489188,0.02389803505045141,4612,614,16,21,21099,296,0.004,0.95
346960.894432,13161.402565510964,0.8892724375995752,0.0741597754343373,0.03656778696608755,1955,839,125,32,23411,60,0.014101694915254237,0.3
346675.513728,13150.577108261892,0.8892724375995752,0.07465290949093392,0.03607465290949093,1968,835,116,32,23411,64,0.014101694915254237,0.31101694915254235
346675.513728,13150.577108261892,0.8892724375995752,0.07465290949093392,0.03607465290949093,1968,835,116,32,23411,64,0.014101694915254237,0.3220338983050847
346675.513728,13150.577108261892,0.8892724375995752,0.07465290949093392,0.03607465290949093,1968,835,116,32,23411,64,0.014101694915254237,0.3330508474576271
346117.342464,13129.403780593277,0.8892724375995752,0.07533571049237539,0.035391851908049464,1986,829,104,32,23411,70,0.014101694915254237,0.34406779661016945
346117.342464,13129.403780593277,0.8892724375995752,0.07533571049237539,0.035391851908049464,1986,829,104,32,23411,70,0.014101694915254237,0.3550847457627119
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.36610169491525424
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.3771186440677966
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.38813559322033897
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.39915254237288134
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.4101694915254237
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.42118644067796607
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.43220338983050843
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.4432203389830508
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.45423728813559316
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.46525423728813553
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.4762711864406779
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.48728813559322026
331409.52128,12571.486278734541,0.8892724375995752,0.07764964721948259,0.03307791518094227,2047,807,65,32,23411,92,0.014101694915254237,0.4983050847457626
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5093220338983051
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5203389830508474
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5313559322033898
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5423728813559321
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5533898305084746
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5644067796610168
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5754237288135593
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.5864406779661016
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.597457627118644
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.6084745762711864
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.6194915254237288
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.6305084745762711
330626.86678399995,12541.79754130946,0.8892724375995752,0.07780138077535848,0.032926181625066386,2051,805,63,32,23411,94,0.014101694915254237,0.6415254237288135
334790.768544,12699.74844640012,0.8892724375995752,0.07844624838783097,0.03228131401259388,2068,794,57,32,23411,105,0.014101694915254237,0.6525423728813559
334790.768544,12699.74844640012,0.8892724375995752,0.07844624838783097,0.03228131401259388,2068,794,57,32,23411,105,0.014101694915254237,0.6635593220338982
339328.22780800005,12871.869653592294,0.8892724375995752,0.07901524922236552,0.03171231317805933,2083,784,52,32,23411,115,0.014101694915254237,0.6745762711864406
339328.22780800005,12871.869653592294,0.8892724375995752,0.07901524922236552,0.03171231317805933,2083,784,52,32,23411,115,0.014101694915254237,0.685593220338983
340272.29391999997,12907.68128063121,0.8892724375995752,0.07962218344586905,0.0311053789545558,2099,773,47,32,23411,126,0.014101694915254237,0.6966101694915253
340272.29391999997,12907.68128063121,0.8892724375995752,0.07962218344586905,0.0311053789545558,2099,773,47,32,23411,126,0.014101694915254237,0.7076271186440677
340272.29391999997,12907.68128063121,0.8892724375995752,0.07962218344586905,0.0311053789545558,2099,773,47,32,23411,126,0.014101694915254237,0.7186440677966102
340272.29391999997,12907.68128063121,0.8892724375995752,0.07962218344586905,0.0311053789545558,2099,773,47,32,23411,126,0.014101694915254237,0.7296610169491524
340272.29391999997,12907.68128063121,0.8892724375995752,0.07962218344586905,0.0311053789545558,2099,773,47,32,23411,126,0.014101694915254237,0.7406779661016949
340686.537056,12923.394926636824,0.8892724375995752,0.07977391700174494,0.030953645398679917,2103,770,46,32,23411,129,0.014101694915254237,0.7516949152542372
352523.096928,13372.39575631591,0.8892724375995752,0.08102571883772096,0.029701843562703893,2136,745,38,32,23411,154,0.014101694915254237,0.7627118644067796
352523.096928,13372.39575631591,0.8892724375995752,0.08102571883772096,0.029701843562703893,2136,745,38,32,23411,154,0.014101694915254237,0.7737288135593219
352523.096928,13372.39575631591,0.8892724375995752,0.08102571883772096,0.029701843562703893,2136,745,38,32,23411,154,0.014101694915254237,0.7847457627118644
362231.852416,13740.68175464684,0.8892724375995752,0.08155678628328655,0.029170776117138305,2150,734,35,32,23411,165,0.014101694915254237,0.7957627118644066
366449.51123199996,13900.671847052574,0.8892724375995752,0.08231545406266595,0.028412108337758896,2170,718,31,32,23411,181,0.014101694915254237,0.8067796610169491
366449.51123199996,13900.671847052574,0.8892724375995752,0.08231545406266595,0.028412108337758896,2170,718,31,32,23411,181,0.014101694915254237,0.8177966101694913
366449.51123199996,13900.671847052574,0.8892724375995752,0.08231545406266595,0.028412108337758896,2170,718,31,32,23411,181,0.014101694915254237,0.8288135593220338
368571.230016,13981.155830968819,0.8892724375995752,0.08254305439647978,0.028184508003945074,2176,713,30,32,23411,186,0.014101694915254237,0.8398305084745761
371681.099424,14099.123716865184,0.8892724375995752,0.08303618845307639,0.027691373947348455,2189,702,28,32,23411,197,0.014101694915254237,0.8508474576271186
371681.099424,14099.123716865184,0.8892724375995752,0.08303618845307639,0.027691373947348455,2189,702,28,32,23411,197,0.014101694915254237,0.8618644067796608
371681.099424,14099.123716865184,0.8892724375995752,0.08303618845307639,0.027691373947348455,2189,702,28,32,23411,197,0.014101694915254237,0.8728813559322033
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.8838983050847455
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.894915254237288
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.9059322033898305
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.9169491525423727
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.9279661016949152
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.9389830508474575
431306.022176,16360.89910386162,0.8892724375995752,0.08682952734997344,0.02389803505045141,2289,614,16,32,23411,285,0.014101694915254237,0.95
278821.406048,10576.640848494044,0.9288748956831804,0.034557317350732114,0.03656778696608755,911,839,125,49,24438,43,0.024203389830508473,0.3
278536.025344,10565.815391244974,0.9288748956831804,0.03505045140732873,0.03607465290949093,924,835,116,49,24438,47,0.024203389830508473,0.31101694915254235
278536.025344,10565.815391244974,0.9288748956831804,0.03505045140732873,0.03607465290949093,924,835,116,49,24438,47,0.024203389830508473,0.3220338983050847
278536.025344,10565.815391244974,0.9288748956831804,0.03505045140732873,0.03607465290949093,924,835,116,49,24438,47,0.024203389830508473,0.3330508474576271
277977.85407999996,10544.642063576359,0.9288748956831804,0.0357332524087702,0.035391851908049464,942,829,104,49,24438,53,0.024203389830508473,0.34406779661016945
277977.85407999996,10544.642063576359,0.9288748956831804,0.0357332524087702,0.035391851908049464,942,829,104,49,24438,53,0.024203389830508473,0.3550847457627119
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.36610169491525424
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.3771186440677966
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.38813559322033897
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.39915254237288134
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.4101694915254237
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.42118644067796607
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.43220338983050843
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.4432203389830508
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.45423728813559316
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.46525423728813553
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.4762711864406779
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.48728813559322026
263270.03289599996,9986.724561717623,0.9288748956831804,0.0380471891358774,0.03307791518094227,1003,807,65,49,24438,75,0.024203389830508473,0.4983050847457626
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5093220338983051
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5203389830508474
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5313559322033898
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5423728813559321
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5533898305084746
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5644067796610168
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5754237288135593
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.5864406779661016
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.597457627118644
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.6084745762711864
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.6194915254237288
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.6305084745762711
262487.3784,9957.035824292541,0.9288748956831804,0.03819892269175328,0.032926181625066386,1007,805,63,49,24438,77,0.024203389830508473,0.6415254237288135
266651.28015999997,10114.986729383201,0.9288748956831804,0.03884379030422578,0.03228131401259388,1024,794,57,49,24438,88,0.024203389830508473,0.6525423728813559
266651.28015999997,10114.986729383201,0.9288748956831804,0.03884379030422578,0.03228131401259388,1024,794,57,49,24438,88,0.024203389830508473,0.6635593220338982
271188.739424,10287.107936575374,0.9288748956831804,0.03941279113876034,0.03171231317805933,1039,784,52,49,24438,98,0.024203389830508473,0.6745762711864406
271188.739424,10287.107936575374,0.9288748956831804,0.03941279113876034,0.03171231317805933,1039,784,52,49,24438,98,0.024203389830508473,0.685593220338983
272132.805536,10322.919563614294,0.9288748956831804,0.040019725362263864,0.0311053789545558,1055,773,47,49,24438,109,0.024203389830508473,0.6966101694915253
272132.805536,10322.919563614294,0.9288748956831804,0.040019725362263864,0.0311053789545558,1055,773,47,49,24438,109,0.024203389830508473,0.7076271186440677
272132.805536,10322.919563614294,0.9288748956831804,0.040019725362263864,0.0311053789545558,1055,773,47,49,24438,109,0.024203389830508473,0.7186440677966102
272132.805536,10322.919563614294,0.9288748956831804,0.040019725362263864,0.0311053789545558,1055,773,47,49,24438,109,0.024203389830508473,0.7296610169491524
272132.805536,10322.919563614294,0.9288748956831804,0.040019725362263864,0.0311053789545558,1055,773,47,49,24438,109,0.024203389830508473,0.7406779661016949
272547.04867199995,10338.633209619906,0.9288748956831804,0.040171458918139745,0.030953645398679917,1059,770,46,49,24438,112,0.024203389830508473,0.7516949152542372
284383.60854399996,10787.63403929899,0.9288748956831804,0.04142326075411577,0.029701843562703893,1092,745,38,49,24438,137,0.024203389830508473,0.7627118644067796
284383.60854399996,10787.63403929899,0.9288748956831804,0.04142326075411577,0.029701843562703893,1092,745,38,49,24438,137,0.024203389830508473,0.7737288135593219
284383.60854399996,10787.63403929899,0.9288748956831804,0.04142326075411577,0.029701843562703893,1092,745,38,49,24438,137,0.024203389830508473,0.7847457627118644
294092.36403199995,11155.920037629921,0.9288748956831804,0.04195432819968136,0.029170776117138305,1106,734,35,49,24438,148,0.024203389830508473,0.7957627118644066
298310.022848,11315.910130035658,0.9288748956831804,0.04271299597906077,0.028412108337758896,1126,718,31,49,24438,164,0.024203389830508473,0.8067796610169491
298310.022848,11315.910130035658,0.9288748956831804,0.04271299597906077,0.028412108337758896,1126,718,31,49,24438,164,0.024203389830508473,0.8177966101694913
298310.022848,11315.910130035658,0.9288748956831804,0.04271299597906077,0.028412108337758896,1126,718,31,49,24438,164,0.024203389830508473,0.8288135593220338
300431.74163199996,11396.3941139519,0.9288748956831804,0.04294059631287459,0.028184508003945074,1132,713,30,49,24438,169,0.024203389830508473,0.8398305084745761
303541.61104,11514.361999848266,0.9288748956831804,0.04343373036947121,0.027691373947348455,1145,702,28,49,24438,180,0.024203389830508473,0.8508474576271186
303541.61104,11514.361999848266,0.9288748956831804,0.04343373036947121,0.027691373947348455,1145,702,28,49,24438,180,0.024203389830508473,0.8618644067796608
303541.61104,11514.361999848266,0.9288748956831804,0.04343373036947121,0.027691373947348455,1145,702,28,49,24438,180,0.024203389830508473,0.8728813559322033
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.8838983050847455
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.894915254237288
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.9059322033898305
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.9169491525423727
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.9279661016949152
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.9389830508474575
363166.53379200003,13776.137386844703,0.9288748956831804,0.04722706926636826,0.02389803505045141,1245,614,16,49,24438,268,0.024203389830508473,0.95
297840.857552,11298.113100371746,0.9419998482664441,0.021432364767468324,0.03656778696608755,565,839,125,59,24774,33,0.034305084745762715,0.3
297555.476848,11287.287643122678,0.9419998482664441,0.021925498824064943,0.03607465290949093,578,835,116,59,24774,37,0.034305084745762715,0.31101694915254235
297555.476848,11287.287643122678,0.9419998482664441,0.021925498824064943,0.03607465290949093,578,835,116,59,24774,37,0.034305084745762715,0.3220338983050847
297555.476848,11287.287643122678,0.9419998482664441,0.021925498824064943,0.03607465290949093,578,835,116,59,24774,37,0.034305084745762715,0.3330508474576271
296997.305584,11266.114315454062,0.9419998482664441,0.02260829982550641,0.035391851908049464,596,829,104,59,24774,43,0.034305084745762715,0.34406779661016945
296997.305584,11266.114315454062,0.9419998482664441,0.02260829982550641,0.035391851908049464,596,829,104,59,24774,43,0.034305084745762715,0.3550847457627119
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.36610169491525424
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.3771186440677966
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.38813559322033897
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.39915254237288134
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.4101694915254237
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.42118644067796607
282289.4844,10708.196813595327,0.9419998482664441,0.02492223655261361,0.03307791518094227,657,807,65,59,24774,65,0.034305084745762715,0.43220338983050843
